category,glyph name,composition,code point,(char.),(character name),(compatible glyph name)
syllabic,ma_dotAbove_dot-cans,"ma-cans, dotAbove-cans, dot-cans",0x14B9,ᒹ,CANADIAN SYLLABICS WEST-CREE MWAA,maCans_dotAboveCans_dotCans
syllabic,ma_ringAbove-cans,"ma-cans, ringAbove-cans",0x18BA,ᢺ,CANADIAN SYLLABICS MAY,maCans_ringAboveCans
syllabic,mo_dieresis-cans,"mo-cans, dieresis-cans",0x14A9,ᒩ,CANADIAN SYLLABICS Y-CREE MOO,moCans_dieresisCans
syllabic,colon_ma-cans,"colon-cans, ma-cans",0x14BA,ᒺ,CANADIAN SYLLABICS NASKAPI MWAA,colonCans_maCans
syllabic,se-cans,,0x14ED,ᓭ,CANADIAN SYLLABICS SE,seCans
syllabic,si-cans,,0x14EF,ᓯ,CANADIAN SYLLABICS SI,siCans
syllabic,so-cans,,0x14F1,ᓱ,CANADIAN SYLLABICS SO,soCans
syllabic,sa-cans,,0x14F4,ᓴ,CANADIAN SYLLABICS SA,saCans
syllabic,dot_se-cans,"dot-cans, se-cans",0x14F6,ᓶ,CANADIAN SYLLABICS SWE,dotCans_seCans
syllabic,se_dot-cans,"se-cans, dot-cans",0x14F7,ᓷ,CANADIAN SYLLABICS WEST-CREE SWE,seCans_dotCans
syllabic,si_dotAbove-cans,"si-cans, dotAbove-cans",0x14F0,ᓰ,CANADIAN SYLLABICS SII,siCans_dotAboveCans
syllabic,si_ringAbove-cans,"si-cans, ringAbove-cans",0x14EE,ᓮ,CANADIAN SYLLABICS SAAI,siCans_ringAboveCans
syllabic,dot_si-cans,"dot-cans, si-cans",0x14F8,ᓸ,CANADIAN SYLLABICS SWI,dotCans_siCans
syllabic,dot_si_dotAbove-cans,"dot-cans, si-cans, dotAbove-cans",0x14FA,ᓺ,CANADIAN SYLLABICS SWII,dotCans_siCans_dotAboveCans
syllabic,si_dot-cans,"si-cans, dot-cans",0x14F9,ᓹ,CANADIAN SYLLABICS WEST-CREE SWI,siCans_dotCans
syllabic,si_dotAbove_dot-cans,"si-cans, dotAbove-cans, dot-cans",0x14FB,ᓻ,CANADIAN SYLLABICS WEST-CREE SWII,siCans_dotAboveCans_dotCans
syllabic,so_dotAbove-cans,"so-cans, dotAbove-cans",0x14F2,ᓲ,CANADIAN SYLLABICS SOO,soCans_dotAboveCans
syllabic,so_ringAbove-cans,"so-cans, ringAbove-cans",0x18BE,ᢾ,CANADIAN SYLLABICS SOY,soCans_ringAboveCans
syllabic,dot_so-cans,"dot-cans, so-cans",0x14FC,ᓼ,CANADIAN SYLLABICS SWO,dotCans_soCans
syllabic,dot_so_dotAbove-cans,"dot-cans, so-cans, dotAbove-cans",0x14FE,ᓾ,CANADIAN SYLLABICS SWOO,dotCans_soCans_dotAboveCans
syllabic,so_dot-cans,"so-cans, dot-cans",0x14FD,ᓽ,CANADIAN SYLLABICS WEST-CREE SWO,soCans_dotCans
syllabic,so_dotAbove_dot-cans,"so-cans, dotAbove-cans, dot-cans",0x14FF,ᓿ,CANADIAN SYLLABICS WEST-CREE SWOO,soCans_dotAboveCans_dotCans
syllabic,sa_dotAbove-cans,"sa-cans, dotAbove-cans",0x14F5,ᓵ,CANADIAN SYLLABICS SAA,saCans_dotAboveCans
syllabic,sa_ringAbove-cans,"sa-cans, ringAbove-cans",0x18BF,ᢿ,CANADIAN SYLLABICS SAY,saCans_ringAboveCans
syllabic,dot_sa-cans,"dot-cans, sa-cans",0x1500,ᔀ,CANADIAN SYLLABICS SWA,dotCans_saCans
syllabic,dot_sa_dotAbove-cans,"dot-cans, sa-cans, dotAbove-cans",0x1502,ᔂ,CANADIAN SYLLABICS SWAA,dotCans_saCans_dotAboveCans
syllabic,sa_dot-cans,"sa-cans, dot-cans",0x1501,ᔁ,CANADIAN SYLLABICS WEST-CREE SWA,saCans_dotCans
syllabic,sa_dotAbove_dot-cans,"sa-cans, dotAbove-cans, dot-cans",0x1503,ᔃ,CANADIAN SYLLABICS WEST-CREE SWAA,saCans_dotAboveCans_dotCans
syllabic,so_dieresis-cans,"so-cans, dieresis-cans",0x14F3,ᓳ,CANADIAN SYLLABICS Y-CREE SOO,soCans_dieresisCans
syllabic,colon_sa-cans,"colon-cans, sa-cans",0x1504,ᔄ,CANADIAN SYLLABICS NASKAPI SWAA,colonCans_saCans
syllabic,siHi-cans,,0x11AB0,𑪰,CANADIAN SYLLABICS NATTILIK HI,siHiCans
syllabic,soHo-cans,,0x11AB2,𑪲,CANADIAN SYLLABICS NATTILIK HO,soHoCans
syllabic,saHa-cans,,0x11AB4,𑪴,CANADIAN SYLLABICS NATTILIK HA,saHaCans
syllabic,shri-cans,,0x11AB6,𑪶,CANADIAN SYLLABICS NATTILIK SHRI,shriCans
syllabic,shro-cans,,0x11AB8,𑪸,CANADIAN SYLLABICS NATTILIK SHRO,shroCans
syllabic,shra-cans,,0x11ABA,𑪺,CANADIAN SYLLABICS NATTILIK SHRA,shraCans
syllabic,siHi_dotAbove-cans,"siHi-cans, dotAbove-cans",0x11AB1,𑪱,CANADIAN SYLLABICS NATTILIK HII,siHiCans_dotAboveCans
syllabic,soHo_dotAbove-cans,"soHo-cans, dotAbove-cans",0x11AB3,𑪳,CANADIAN SYLLABICS NATTILIK HOO,soHoCans_dotAboveCans
syllabic,saHa_dotAbove-cans,"saHa-cans, dotAbove-cans",0x11AB5,𑪵,CANADIAN SYLLABICS NATTILIK HAA,saHaCans_dotAboveCans
syllabic,shri_dotAbove-cans,"shri-cans, dotAbove-cans",0x11AB7,𑪷,CANADIAN SYLLABICS NATTILIK SHRII,shriCans_dotAboveCans
syllabic,shro_dotAbove-cans,"shro-cans, dotAbove-cans",0x11AB9,𑪹,CANADIAN SYLLABICS NATTILIK SHROO,shroCans_dotAboveCans
syllabic,shra_dotAbove-cans,"shra-cans, dotAbove-cans",0x11ABB,𑪻,CANADIAN SYLLABICS NATTILIK SHRAA,shraCans_dotAboveCans
syllabic,supSaWithDots_pa-cans,"supSaWithDots-cans, pa-cans",0x150C,ᔌ,CANADIAN SYLLABICS NASKAPI SPWA,supSaWithDotsCans_paCans
syllabic,supSaWithDots_ta-cans,"supSaWithDots-cans, ta-cans",0x150D,ᔍ,CANADIAN SYLLABICS NASKAPI STWA,supSaWithDotsCans_taCans
syllabic,supSaWithDots_ka-cans,"supSaWithDots-cans, ka-cans",0x150E,ᔎ,CANADIAN SYLLABICS NASKAPI SKWA,supSaWithDotsCans_kaCans
syllabic,supSaWithDots_ca-cans,"supSaWithDots-cans, ca-cans",0x150F,ᔏ,CANADIAN SYLLABICS NASKAPI SCWA,supSaWithDotsCans_caCans
syllabic,ye-cans,,0x1526,ᔦ,CANADIAN SYLLABICS YE,yeCans
syllabic,yi-cans,,0x1528,ᔨ,CANADIAN SYLLABICS YI,yiCans
syllabic,yo-cans,,0x152A,ᔪ,CANADIAN SYLLABICS YO,yoCans
syllabic,ya-cans,,0x152D,ᔭ,CANADIAN SYLLABICS YA,yaCans
syllabic,yi_ringAbove-cans,"yi-cans, ringAbove-cans",0x1527,ᔧ,CANADIAN SYLLABICS YAAI,yiCans_ringAboveCans
syllabic,yi_dotAbove-cans,"yi-cans, dotAbove-cans",0x1529,ᔩ,CANADIAN SYLLABICS YII,yiCans_dotAboveCans
syllabic,yo_dotAbove-cans,"yo-cans, dotAbove-cans",0x152B,ᔫ,CANADIAN SYLLABICS YOO,yoCans_dotAboveCans
syllabic,ya_dotAbove-cans,"ya-cans, dotAbove-cans",0x152E,ᔮ,CANADIAN SYLLABICS YAA,yaCans_dotAboveCans
syllabic,dot_ye-cans,"dot-cans, ye-cans",0x152F,ᔯ,CANADIAN SYLLABICS YWE,dotCans_yeCans
syllabic,ye_dot-cans,"ye-cans, dot-cans",0x1530,ᔰ,CANADIAN SYLLABICS WEST-CREE YWE,yeCans_dotCans
syllabic,dot_yi-cans,"dot-cans, yi-cans",0x1531,ᔱ,CANADIAN SYLLABICS YWI,dotCans_yiCans
syllabic,yi_dot-cans,"yi-cans, dot-cans",0x1532,ᔲ,CANADIAN SYLLABICS WEST-CREE YWI,yiCans_dotCans
syllabic,dot_yi_dotAbove-cans,"dot-cans, yi-cans, dotAbove-cans",0x1533,ᔳ,CANADIAN SYLLABICS YWII,dotCans_yiCans_dotAboveCans
syllabic,yi_dotAbove_dot-cans,"yi-cans, dotAbove-cans, dot-cans",0x1534,ᔴ,CANADIAN SYLLABICS WEST-CREE YWII,yiCans_dotAboveCans_dotCans
syllabic,dot_yo-cans,"dot-cans, yo-cans",0x1535,ᔵ,CANADIAN SYLLABICS YWO,dotCans_yoCans
syllabic,yo_dot-cans,"yo-cans, dot-cans",0x1536,ᔶ,CANADIAN SYLLABICS WEST-CREE YWO,yoCans_dotCans
syllabic,dot_yo_dotAbove-cans,"dot-cans, yo-cans, dotAbove-cans",0x1537,ᔷ,CANADIAN SYLLABICS YWOO,dotCans_yoCans_dotAboveCans
syllabic,yo_dotAbove_dot-cans,"yo-cans, dotAbove-cans, dot-cans",0x1538,ᔸ,CANADIAN SYLLABICS WEST-CREE YWOO,yoCans_dotAboveCans_dotCans
syllabic,dot_ya-cans,"dot-cans, ya-cans",0x1539,ᔹ,CANADIAN SYLLABICS YWA,dotCans_yaCans
syllabic,ya_dot-cans,"ya-cans, dot-cans",0x153A,ᔺ,CANADIAN SYLLABICS WEST-CREE YWA,yaCans_dotCans
syllabic,dot_ya_dotAbove-cans,"dot-cans, ya-cans, dotAbove-cans",0x153B,ᔻ,CANADIAN SYLLABICS YWAA,dotCans_yaCans_dotAboveCans
syllabic,ya_dotAbove_dot-cans,"ya-cans, dotAbove-cans, dot-cans",0x153C,ᔼ,CANADIAN SYLLABICS WEST-CREE YWAA,yaCans_dotAboveCans_dotCans
syllabic,yo_ringAbove-cans,"yo-cans, ringAbove-cans",0x18C3,ᣃ,CANADIAN SYLLABICS YOY,yoCans_ringAboveCans
syllabic,ya_ringAbove-cans,"ya-cans, ringAbove-cans",0x18C4,ᣄ,CANADIAN SYLLABICS YAY,yaCans_ringAboveCans
syllabic,yo_dieresis-cans,"yo-cans, dieresis-cans",0x152C,ᔬ,CANADIAN SYLLABICS Y-CREE YOO,yoCans_dieresisCans
syllabic,colon_ya-cans,"colon-cans, ya-cans",0x153D,ᔽ,CANADIAN SYLLABICS NASKAPI YWAA,colonCans_yaCans
syllabic,yeThe-cans,,0x15A7,ᖧ,CANADIAN SYLLABICS TH-CREE THE,yeTheCans
syllabic,yiThi-cans,,0x15A8,ᖨ,CANADIAN SYLLABICS TH-CREE THI,yiThiCans
syllabic,yoTho-cans,,0x15AA,ᖪ,CANADIAN SYLLABICS TH-CREE THO,yoThoCans
syllabic,yaTha-cans,,0x15AC,ᖬ,CANADIAN SYLLABICS TH-CREE THA,yaThaCans
syllabic,yiThi_dotAbove-cans,"yiThi-cans, dotAbove-cans",0x15A9,ᖩ,CANADIAN SYLLABICS TH-CREE THII,yiThiCans_dotAboveCans
syllabic,yoTho_dotAbove-cans,"yoTho-cans, dotAbove-cans",0x15AB,ᖫ,CANADIAN SYLLABICS TH-CREE THOO,yoThoCans_dotAboveCans
syllabic,yaTha_dotAbove-cans,"yaTha-cans, dotAbove-cans",0x15AD,ᖭ,CANADIAN SYLLABICS TH-CREE THAA,yaThaCans_dotAboveCans
syllabic,yeThe_dot-cans,"yeThe-cans, dot-cans",0x1677,ᙷ,CANADIAN SYLLABICS WOODS-CREE THWEE,yeTheCans_dotCans
syllabic,yiThi_dot-cans,"yiThi-cans, dot-cans",0x1678,ᙸ,CANADIAN SYLLABICS WOODS-CREE THWI,yiThiCans_dotCans
syllabic,yiThi_dotAbove_dot-cans,"yiThi-cans, dotAbove-cans, dot-cans",0x1679,ᙹ,CANADIAN SYLLABICS WOODS-CREE THWII,yiThiCans_dotAboveCans_dotCans
syllabic,yoTho_dot-cans,"yoTho-cans, dot-cans",0x167A,ᙺ,CANADIAN SYLLABICS WOODS-CREE THWO,yoThoCans_dotCans
syllabic,yoTho_dotAbove_dot-cans,"yoTho-cans, dotAbove-cans, dot-cans",0x167B,ᙻ,CANADIAN SYLLABICS WOODS-CREE THWOO,yoThoCans_dotAboveCans_dotCans
syllabic,yaTha_dot-cans,"yaTha-cans, dot-cans",0x167C,ᙼ,CANADIAN SYLLABICS WOODS-CREE THWA,yaThaCans_dotCans
syllabic,yaTha_dotAbove_dot-cans,"yaTha-cans, dotAbove-cans, dot-cans",0x167D,ᙽ,CANADIAN SYLLABICS WOODS-CREE THWAA,yaThaCans_dotAboveCans_dotCans
syllabic,spe-cans,,0x11ABC,𑪼,CANADIAN SYLLABICS SPE,speCans
syllabic,spi-cans,,0x11ABD,𑪽,CANADIAN SYLLABICS SPI,spiCans
syllabic,spo-cans,,0x11ABE,𑪾,CANADIAN SYLLABICS SPO,spoCans
syllabic,spa-cans,,0x11ABF,𑪿,CANADIAN SYLLABICS SPA,spaCans
syllabic,she-cans,,0x1510,ᔐ,CANADIAN SYLLABICS SHE,sheCans
syllabic,shi-cans,,0x1511,ᔑ,CANADIAN SYLLABICS SHI,shiCans
syllabic,sho-cans,,0x1513,ᔓ,CANADIAN SYLLABICS SHO,shoCans
syllabic,sha-cans,,0x1515,ᔕ,CANADIAN SYLLABICS SHA,shaCans
syllabic,shi_dotAbove-cans,"shi-cans, dotAbove-cans",0x1512,ᔒ,CANADIAN SYLLABICS SHII,shiCans_dotAboveCans
syllabic,sho_dotAbove-cans,"sho-cans, dotAbove-cans",0x1514,ᔔ,CANADIAN SYLLABICS SHOO,shoCans_dotAboveCans
syllabic,sha_dotAbove-cans,"sha-cans, dotAbove-cans",0x1516,ᔖ,CANADIAN SYLLABICS SHAA,shaCans_dotAboveCans
syllabic,dot_she-cans,"dot-cans, she-cans",0x1517,ᔗ,CANADIAN SYLLABICS SHWE,dotCans_sheCans
syllabic,she_dot-cans,"she-cans, dot-cans",0x1518,ᔘ,CANADIAN SYLLABICS WEST-CREE SHWE,sheCans_dotCans
syllabic,dot_shi-cans,"dot-cans, shi-cans",0x1519,ᔙ,CANADIAN SYLLABICS SHWI,dotCans_shiCans
syllabic,shi_dot-cans,"shi-cans, dot-cans",0x151A,ᔚ,CANADIAN SYLLABICS WEST-CREE SHWI,shiCans_dotCans
syllabic,dot_shi_dotAbove-cans,"dot-cans, shi-cans, dotAbove-cans",0x151B,ᔛ,CANADIAN SYLLABICS SHWII,dotCans_shiCans_dotAboveCans
syllabic,shi_dotAbove_dot-cans,"shi-cans, dotAbove-cans, dot-cans",0x151C,ᔜ,CANADIAN SYLLABICS WEST-CREE SHWII,shiCans_dotAboveCans_dotCans
syllabic,dot_sho-cans,"dot-cans, sho-cans",0x151D,ᔝ,CANADIAN SYLLABICS SHWO,dotCans_shoCans
syllabic,sho_dot-cans,"sho-cans, dot-cans",0x151E,ᔞ,CANADIAN SYLLABICS WEST-CREE SHWO,shoCans_dotCans
syllabic,dot_sho_dotAbove-cans,"dot-cans, sho-cans, dotAbove-cans",0x151F,ᔟ,CANADIAN SYLLABICS SHWOO,dotCans_shoCans_dotAboveCans
syllabic,sho_dotAbove_dot-cans,"sho-cans, dotAbove-cans, dot-cans",0x1520,ᔠ,CANADIAN SYLLABICS WEST-CREE SHWOO,shoCans_dotAboveCans_dotCans
syllabic,dot_sha-cans,"dot-cans, sha-cans",0x1521,ᔡ,CANADIAN SYLLABICS SHWA,dotCans_shaCans
syllabic,sha_dot-cans,"sha-cans, dot-cans",0x1522,ᔢ,CANADIAN SYLLABICS WEST-CREE SHWA,shaCans_dotCans
syllabic,dot_sha_dotAbove-cans,"dot-cans, sha-cans, dotAbove-cans",0x1523,ᔣ,CANADIAN SYLLABICS SHWAA,dotCans_shaCans_dotAboveCans
syllabic,sha_dotAbove_dot-cans,"sha-cans, dotAbove-cans, dot-cans",0x1524,ᔤ,CANADIAN SYLLABICS WEST-CREE SHWAA,shaCans_dotAboveCans_dotCans
syllabic,sho_ringAbove-cans,"sho-cans, ringAbove-cans",0x18C0,ᣀ,CANADIAN SYLLABICS SHOY,shoCans_ringAboveCans
syllabic,sha_ringAbove-cans,"sha-cans, ringAbove-cans",0x18C1,ᣁ,CANADIAN SYLLABICS SHAY,shaCans_ringAboveCans
syllabic,dot_sho_ringAbove-cans,"dot-cans, sho-cans, ringAbove-cans",0x18C2,ᣂ,CANADIAN SYLLABICS SHWOY,dotCans_shoCans_ringAboveCans
syllabic,blackfootE-cans,,0x15B0,ᖰ,CANADIAN SYLLABICS BLACKFOOT E,blackfootECans
syllabic,blackfootI-cans,,0x15B1,ᖱ,CANADIAN SYLLABICS BLACKFOOT I,blackfootICans
syllabic,blackfootO-cans,,0x15B2,ᖲ,CANADIAN SYLLABICS BLACKFOOT O,blackfootOCans
syllabic,blackfootA-cans,,0x15B3,ᖳ,CANADIAN SYLLABICS BLACKFOOT A,blackfootACans
syllabic,blackfootWe-cans,,0x15B4,ᖴ,CANADIAN SYLLABICS BLACKFOOT WE,blackfootWeCans
syllabic,blackfootWi-cans,,0x15B5,ᖵ,CANADIAN SYLLABICS BLACKFOOT WI,blackfootWiCans
syllabic,blackfootWo-cans,,0x15B6,ᖶ,CANADIAN SYLLABICS BLACKFOOT WO,blackfootWoCans
syllabic,blackfootWa-cans,,0x15B7,ᖷ,CANADIAN SYLLABICS BLACKFOOT WA,blackfootWaCans
syllabic,blackfootNe-cans,,0x15B8,ᖸ,CANADIAN SYLLABICS BLACKFOOT NE,blackfootNeCans
syllabic,blackfootNi-cans,,0x15B9,ᖹ,CANADIAN SYLLABICS BLACKFOOT NI,blackfootNiCans
syllabic,blackfootNo-cans,,0x15BA,ᖺ,CANADIAN SYLLABICS BLACKFOOT NO,blackfootNoCans
syllabic,blackfootNa-cans,,0x15BB,ᖻ,CANADIAN SYLLABICS BLACKFOOT NA,blackfootNaCans
syllabic,blackfootKe-cans,,0x15BC,ᖼ,CANADIAN SYLLABICS BLACKFOOT KE,blackfootKeCans
syllabic,blackfootKi-cans,,0x15BD,ᖽ,CANADIAN SYLLABICS BLACKFOOT KI,blackfootKiCans
syllabic,blackfootKo-cans,,0x15BE,ᖾ,CANADIAN SYLLABICS BLACKFOOT KO,blackfootKoCans
syllabic,blackfootKa-cans,,0x15BF,ᖿ,CANADIAN SYLLABICS BLACKFOOT KA,blackfootKaCans
syllabic,sayisiM-cans,,0x14BF,ᒿ,CANADIAN SYLLABICS SAYISI M,sayisiMCans
syllabic,sayisiShe-cans,,0x1597,ᖗ,CANADIAN SYLLABICS SAYISI SHE,sayisiSheCans
syllabic,sayisiShi-cans,,0x1598,ᖘ,CANADIAN SYLLABICS SAYISI SHI,sayisiShiCans
syllabic,sayisiShu-cans,,0x1599,ᖙ,CANADIAN SYLLABICS SAYISI SHO,sayisiShuCans
syllabic,sayisiSha-cans,,0x159A,ᖚ,CANADIAN SYLLABICS SAYISI SHA,sayisiShaCans
syllabic,sayisiHe-cans,,0x15C0,ᗀ,CANADIAN SYLLABICS SAYISI HE,sayisiHeCans
syllabic,sayisiHi-cans,,0x15C1,ᗁ,CANADIAN SYLLABICS SAYISI HI,sayisiHiCans
syllabic,sayisiHu-cans,,0x15C2,ᗂ,CANADIAN SYLLABICS SAYISI HO,sayisiHuCans
syllabic,sayisiHa-cans,,0x15C3,ᗃ,CANADIAN SYLLABICS SAYISI HA,sayisiHaCans
syllabic,sayisiJa-cans,,0x1614,ᘔ,CANADIAN SYLLABICS CARRIER JU,sayisiJaCans
syllabic,sayisiJu-cans,,0x1615,ᘕ,CANADIAN SYLLABICS SAYISI JU,sayisiJuCans
syllabic,sayisiJi-cans,,0x161A,ᘚ,CANADIAN SYLLABICS SAYISI JI,sayisiJiCans
syllabic,sayisiJe-cans,,0x161B,ᘛ,CANADIAN SYLLABICS CARRIER JA,sayisiJeCans
syllabic,sayisiShe_dot-cans,"sayisiShe-cans, dot-cans",0x18EA,ᣪ,CANADIAN SYLLABICS SAYISI SHWE,sayisiSheCans_dotCans
syllabic,sayisiShu_dotAbove-cans,"sayisiShu-cans, dotAbove-cans",0x18EB,ᣫ,CANADIAN SYLLABICS SAYISI SHOO,sayisiShuCans_dotAboveCans
syllabic,sayisiHu_dotAbove-cans,"sayisiHu-cans, dotAbove-cans",0x18EC,ᣬ,CANADIAN SYLLABICS SAYISI HOO,sayisiHuCans_dotAboveCans
syllabic,sayisiJu_dotAbove-cans,"sayisiJu-cans, dotAbove-cans",0x18F1,ᣱ,CANADIAN SYLLABICS SAYISI JUU,sayisiJuCans_dotAboveCans
syllabic,sayisiJe_dot-cans,"sayisiJe-cans, dot-cans",0x18F2,ᣲ,CANADIAN SYLLABICS CARRIER JWA,sayisiJeCans_dotCans
syllabic,carrierEe-cans,,0x1408,ᐈ,CANADIAN SYLLABICS CARRIER EE,carrierEeCans
syllabic,carrierI-cans,,0x1409,ᐉ,CANADIAN SYLLABICS CARRIER I,carrierICans
syllabic,carrierHee-cans,,0x1436,ᐶ,CANADIAN SYLLABICS CARRIER HEE,carrierHeeCans
syllabic,carrierHi-cans,,0x1437,ᐷ,CANADIAN SYLLABICS CARRIER HI,carrierHiCans
syllabic,carrierDee-cans,,0x1453,ᑓ,CANADIAN SYLLABICS CARRIER DEE,carrierDeeCans
syllabic,carrierDi-cans,,0x1454,ᑔ,CANADIAN SYLLABICS CARRIER DI,carrierDiCans
syllabic,carrierGhu-cans,,0x15C4,ᗄ,CANADIAN SYLLABICS CARRIER GHU,carrierGhuCans
syllabic,carrierGho-cans,,0x15C5,ᗅ,CANADIAN SYLLABICS CARRIER GHO,carrierGhoCans
syllabic,carrierGhe-cans,,0x15C6,ᗆ,CANADIAN SYLLABICS CARRIER GHE,carrierGheCans
syllabic,carrierGhee-cans,,0x15C7,ᗇ,CANADIAN SYLLABICS CARRIER GHEE,carrierGheeCans
syllabic,carrierGhi-cans,,0x15C8,ᗈ,CANADIAN SYLLABICS CARRIER GHI,carrierGhiCans
syllabic,carrierGha-cans,,0x15C9,ᗉ,CANADIAN SYLLABICS CARRIER GHA,carrierGhaCans
syllabic,carrierRu-cans,,0x15CA,ᗊ,CANADIAN SYLLABICS CARRIER RU,carrierRuCans
syllabic,carrierRo-cans,,0x15CB,ᗋ,CANADIAN SYLLABICS CARRIER RO,carrierRoCans
syllabic,carrierRe-cans,,0x15CC,ᗌ,CANADIAN SYLLABICS CARRIER RE,carrierReCans
syllabic,carrierRee-cans,,0x15CD,ᗍ,CANADIAN SYLLABICS CARRIER REE,carrierReeCans
syllabic,carrierRi-cans,,0x15CE,ᗎ,CANADIAN SYLLABICS CARRIER RI,carrierRiCans
syllabic,carrierRa-cans,,0x15CF,ᗏ,CANADIAN SYLLABICS CARRIER RA,carrierRaCans
syllabic,carrierWu-cans,,0x15D0,ᗐ,CANADIAN SYLLABICS CARRIER WU,carrierWuCans
syllabic,carrierWo-cans,,0x15D1,ᗑ,CANADIAN SYLLABICS CARRIER WO,carrierWoCans
syllabic,carrierWe-cans,,0x15D2,ᗒ,CANADIAN SYLLABICS CARRIER WE,carrierWeCans
syllabic,carrierWee-cans,,0x15D3,ᗓ,CANADIAN SYLLABICS CARRIER WEE,carrierWeeCans
syllabic,carrierWi-cans,,0x15D4,ᗔ,CANADIAN SYLLABICS CARRIER WI,carrierWiCans
syllabic,carrierWa-cans,,0x15D5,ᗕ,CANADIAN SYLLABICS CARRIER WA,carrierWaCans
syllabic,carrierHwu-cans,,0x15D6,ᗖ,CANADIAN SYLLABICS CARRIER HWU,carrierHwuCans
syllabic,carrierHwo-cans,,0x15D7,ᗗ,CANADIAN SYLLABICS CARRIER HWO,carrierHwoCans
syllabic,carrierHwe-cans,,0x15D8,ᗘ,CANADIAN SYLLABICS CARRIER HWE,carrierHweCans
syllabic,carrierHwee-cans,,0x15D9,ᗙ,CANADIAN SYLLABICS CARRIER HWEE,carrierHweeCans
syllabic,carrierHwi-cans,,0x15DA,ᗚ,CANADIAN SYLLABICS CARRIER HWI,carrierHwiCans
syllabic,carrierHwa-cans,,0x15DB,ᗛ,CANADIAN SYLLABICS CARRIER HWA,carrierHwaCans
syllabic,carrierThu-cans,,0x15DC,ᗜ,CANADIAN SYLLABICS CARRIER THU,carrierThuCans
syllabic,carrierTho-cans,,0x15DD,ᗝ,CANADIAN SYLLABICS CARRIER THO,carrierThoCans
syllabic,carrierThe-cans,,0x15DE,ᗞ,CANADIAN SYLLABICS CARRIER THE,carrierTheCans
syllabic,carrierThee-cans,,0x15DF,ᗟ,CANADIAN SYLLABICS CARRIER THEE,carrierTheeCans
syllabic,carrierThi-cans,,0x15E0,ᗠ,CANADIAN SYLLABICS CARRIER THI,carrierThiCans
syllabic,carrierTha-cans,,0x15E1,ᗡ,CANADIAN SYLLABICS CARRIER THA,carrierThaCans
syllabic,carrierTtu-cans,,0x15E2,ᗢ,CANADIAN SYLLABICS CARRIER TTU,carrierTtuCans
syllabic,carrierTto-cans,,0x15E3,ᗣ,CANADIAN SYLLABICS CARRIER TTO,carrierTtoCans
syllabic,carrierTte-cans,,0x15E4,ᗤ,CANADIAN SYLLABICS CARRIER TTE,carrierTteCans
syllabic,carrierTtee-cans,,0x15E5,ᗥ,CANADIAN SYLLABICS CARRIER TTEE,carrierTteeCans
syllabic,carrierTti-cans,,0x15E6,ᗦ,CANADIAN SYLLABICS CARRIER TTI,carrierTtiCans
syllabic,carrierTta-cans,,0x15E7,ᗧ,CANADIAN SYLLABICS CARRIER TTA,carrierTtaCans
syllabic,carrierPu-cans,,0x15E8,ᗨ,CANADIAN SYLLABICS CARRIER PU,carrierPuCans
syllabic,carrierPo-cans,,0x15E9,ᗩ,CANADIAN SYLLABICS CARRIER PO,carrierPoCans
syllabic,carrierPe-cans,,0x15EA,ᗪ,CANADIAN SYLLABICS CARRIER PE,carrierPeCans
syllabic,carrierPee-cans,,0x15EB,ᗫ,CANADIAN SYLLABICS CARRIER PEE,carrierPeeCans
syllabic,carrierPi-cans,,0x15EC,ᗬ,CANADIAN SYLLABICS CARRIER PI,carrierPiCans
syllabic,carrierPa-cans,,0x15ED,ᗭ,CANADIAN SYLLABICS CARRIER PA,carrierPaCans
syllabic,carrierGu-cans,,0x15EF,ᗯ,CANADIAN SYLLABICS CARRIER GU,carrierGuCans
syllabic,carrierGo-cans,,0x15F0,ᗰ,CANADIAN SYLLABICS CARRIER GO,carrierGoCans
syllabic,carrierGe-cans,,0x15F1,ᗱ,CANADIAN SYLLABICS CARRIER GE,carrierGeCans
syllabic,carrierGee-cans,,0x15F2,ᗲ,CANADIAN SYLLABICS CARRIER GEE,carrierGeeCans
syllabic,carrierGi-cans,,0x15F3,ᗳ,CANADIAN SYLLABICS CARRIER GI,carrierGiCans
syllabic,carrierGa-cans,,0x15F4,ᗴ,CANADIAN SYLLABICS CARRIER GA,carrierGaCans
syllabic,carrierKhu-cans,,0x15F5,ᗵ,CANADIAN SYLLABICS CARRIER KHU,carrierKhuCans
syllabic,carrierKho-cans,,0x15F6,ᗶ,CANADIAN SYLLABICS CARRIER KHO,carrierKhoCans
syllabic,carrierKhe-cans,,0x15F7,ᗷ,CANADIAN SYLLABICS CARRIER KHE,carrierKheCans
syllabic,carrierKhee-cans,,0x15F8,ᗸ,CANADIAN SYLLABICS CARRIER KHEE,carrierKheeCans
syllabic,carrierKhi-cans,,0x15F9,ᗹ,CANADIAN SYLLABICS CARRIER KHI,carrierKhiCans
syllabic,carrierKha-cans,,0x15FA,ᗺ,CANADIAN SYLLABICS CARRIER KHA,carrierKhaCans
syllabic,carrierKku-cans,,0x15FB,ᗻ,CANADIAN SYLLABICS CARRIER KKU,carrierKkuCans
syllabic,carrierKko-cans,,0x15FC,ᗼ,CANADIAN SYLLABICS CARRIER KKO,carrierKkoCans
